1 (-1.0693289, -1.1217827, 0.021088192, 0.8423913, -0.8727024, -0.031333942, -0.050567146, 0.32130572, 0.24165124, 0.43559277, 0.16768521, 0.6332121, 0.22871198, -0.23247452, 0.14278927, -0.2952309, 0.6445595, 0.00911066, -0.27543277, -0.061404664, 0.28783625, 0.4001651, 0.89329964, 0.7579646, -0.33544683, 0.53604573, 0.19910708, -0.4265848, -0.5391508, 0.49585584, -0.363901, 0.0075613377, 0.600912, 0.02024113, -0.13982949, 0.05634168, -0.008516656, 0.60566103, 0.2964215, 0.09464026, -0.40377587, -0.9184441, 0.0506052, 0.06588896, 0.38050267, -1.1975977, 1.3524766, 1.2957829, -0.13023165, 1.0207155, -0.1366482, 0.31718946, 0.010554945, -0.8599261, 0.15941325, -0.54493594, -0.22375172, -0.116864316, 0.44533658, 0.3042361, 0.02723649, 0.3427772, -0.15589069, 0.19631858)
2 (-0.5080731, 0.5461002, -0.40926388, 0.14560181, -0.80998147, -0.4795643, 0.32715428, 0.49909973, -0.6851479, 0.75738466, 0.69934547, 0.66791016, 0.37336138, 0.5857291, -0.6360847, 0.5207642, 0.66670847, -0.44255352, -0.49430618, -0.6040549, 0.34654915, -0.39460024, 0.24969336, -0.4463097, 0.021117263, -0.5684708, 0.70371366, -0.22931036, -0.33021992, 0.5863115, -0.32335365, 0.27359268, 0.3213079, -0.6226279, 0.48632994, 0.39739773, 0.9672281, 0.7320833, -0.41388032, 0.24383524, -0.30352357, -0.28839087, 0.6134104, -0.55039674, -0.1757173, -0.41276872, 0.73322684, 0.8757832, -0.7373569, 0.41520497, -0.7715059, -0.6607427, -0.5887194, 0.18822904, 0.45972168, -0.7058225, -0.6979732, -0.530739, 0.31290632, 0.84608996, -0.56468976, 0.24622451, -0.41975826, 0.61818427)
3 (-0.522219, -3.4003003, 3.544591, -2.006466, -2.2937844, 3.580871, -1.9823993, -1.352303, -4.0801115, 2.3242621, -1.043369, -0.6444327, -0.6430496, 1.4164524, -2.4490824, 2.5382519, -1.4578202, -2.26592, 0.103841856, -0.108890004, 2.0147028, 0.7089376, 2.4026113, 2.2785177, -1.2634021, 0.9611174, 1.2860389, 0.21347149, 0.7695879, 0.959587, 2.1236181, -3.354273, -3.2541347, 2.77262, -2.4603424, 1.2863781, 2.2251925, 1.3774601, 2.3761592, -2.2312546, 3.3518639, 0.9852888, -1.6513392, 2.9635177, 3.4023187, 1.3304074, 3.595828, 3.3503113, -1.7249836, -0.25938797, 0.5198819, 2.8637006, -1.776594, -0.3303437, -0.8510953, 2.7059634, -1.9059956, -1.4626683, 0.66223025, -2.209385, -1.4146265, -0.21922904, 1.9200815, 2.3681686)
4 (-0.15816782, 0.32915467, -0.048654694, -0.75991315, -0.26314253, 0.75975156, -0.09187972, 1.3795451, 0.1728939, 0.5380371, 1.0572408, 0.11899953, 1.6685519, -0.14807807, -0.8247934, 0.06966831, 0.5064879, -0.4846687, 0.22283591, -0.96985364, 1.9397191, 0.7921768, -0.65485823, -1.4370188, 0.19231576, -0.31270623, 0.48829788, -0.44035122, -1.4014952, -0.72363216, 0.20755465, -1.3050157, 1.2043768, -1.2749605, -0.90938133, -0.15885258, 1.6756783, 0.8114979, 1.7531952, -0.96867347, 0.6245214, -0.7639779, 1.2680948, 0.16706388, 0.20171145, -0.49627107, -1.3381394, -0.39627907, -0.33586735, -1.6635734, -0.7880841, -0.88542366, -1.1725581, 0.062324684, 1.9213153, -1.1788298, 0.52323115, -0.85486144, 0.39433214, 1.0478532, 0.49762857, 0.7693952, -0.2513173, -0.92011374)
5 (-0.9471561, -0.9867977, -0.33558282, -0.24079785, 1.0956501, -1.1274476, 0.30443633, 0.6104986, 0.74600923, -0.34749517, 0.34350297, -0.5707243, 0.74327826, 0.695776, 0.8418679, -1.3168236, -1.7648567, 0.5994247, -0.32795802, 1.187602, -0.21106198, 0.2276475, -0.64274204, 0.7549548, -0.16413774, 1.1606945, -1.100687, 0.6059563, 0.57158864, -0.02408658, 0.020221107, -0.15492007, -0.37343958, 1.5171957, -0.55382633, -1.2129016, -0.41565335, -1.408774, 0.30017367, 0.5126747, -0.007630851, 1.8238081, -0.6095075, 0.6513088, -0.8516829, 0.90877205, -1.6596284, -1.6791439, -0.40606272, -0.71777207, 1.6001221, -0.17388217, 0.2929872, 1.6970142, 0.13045137, 1.0009338, 0.6283996, -0.04509279, -0.52572155, -1.066727, -0.036928147, -1.7721543, -0.4022338, 0.7430715)
6 (-0.09090122, -0.071833305, -0.40425035, 0.13089295, -0.1169568, 1.0330683, 1.1003566, 0.065157555, 1.0934153, 0.9170156, -0.011048477, 0.47366434, 1.1320217, -0.005986415, 0.7074298, -0.79064643, 1.5281414, 0.87688774, -0.1262847, 0.25253046, 0.0577912, -0.1380834, 1.0148555, 0.90074176, -0.10357198, 0.27142036, 0.59268343, -0.07380784, -0.90630543, 0.025221026, 0.32882515, -0.14628986, 0.1713823, -1.07553, 1.1780117, 0.065019466, 0.16096522, 0.18951759, -0.1399637, 0.65723723, -0.17426604, -0.23145552, -0.09667824, -0.6405964, -0.23759189, -0.86378056, 0.9877749, 0.9995156, 0.38844997, -0.30066568, -0.064961195, 0.061078943, 0.23398943, -1.2865123, 0.19621317, -0.23003703, -0.16457756, -0.35297647, 0.004952136, 0.9188135, 0.1269083, 0.19750905, -0.054465104, 0.41839924)
7 (0.14355822, -0.39548463, 0.13264841, -0.28053087, -0.26897475, -0.39094293, 0.56736493, -0.24430078, -0.48979005, 0.58717287, 0.32170123, -0.32406038, 0.3300253, -0.31494087, 0.45951948, -0.32683346, -0.30128747, -0.51026964, 0.21702099, 0.70572543, -0.31260988, 0.6969232, 0.26642025, 0.13716051, -0.20332558, -0.23808698, 0.29926512, 0.42019048, 0.45360702, 0.60963947, -0.5161365, 0.63080657, 0.6788335, -0.43469357, -0.19854641, 0.23765321, -0.64428204, -0.057030167, 0.2774324, 0.50310415, -0.6297943, -0.69519573, -0.6184155, -0.58182216, 0.28454953, 0.31321496, 0.29577702, 0.24937958, 0.3421055, 0.4824094, 0.314863, 0.21421771, 0.25895137, 0.4590198, -0.45231006, 0.6155421, 0.46335426, -0.3689261, -0.2708663, -0.55699724, -0.4976491, 0.7193597, -0.117424786, -0.42033708)
8 (0.24989751, 0.14059232, -0.20001213, 0.26112086, -0.18714575, 0.84207094, -0.11314169, 1.3376443, -0.1169437, 0.112146944, -1.3916531, 0.97505856, -1.6682079, 0.47398514, -0.0035149837, 1.4146073, -0.9456263, 0.7567624, -0.83432955, 0.30396342, 0.23958707, -0.010988204, -0.3951835, -0.8031675, 0.75834227, 0.47204846, -1.0534468, -0.13485336, 0.09085455, -0.6869821, -0.8403364, -0.56503415, -1.6059611, 0.73988557, -0.93155307, -0.46259645, -0.5281834, -0.4583552, -0.00875746, 0.54710335, 0.32470316, -0.011288488, -0.8864428, -0.8301122, 0.51867044, 0.90469134, -0.07980188, 0.7556299, -0.31274924, -0.98832494, -0.0899517, -0.8459723, 0.21037208, -0.8963612, 1.1846493, -1.1974609, 0.3890521, -0.19138032, -0.08403162, -0.7948886, 0.23513085, -1.2841537, -0.3790334, 0.64411694)
9 (0.12741542, 0.46898758, -0.0918811, 0.5519646, 0.60189086, 0.3665971, -0.27687314, 0.08070411, 0.3638156, -0.21843842, 0.556224, 0.98777574, -0.15175304, 0.5128284, -0.69472086, 0.2639822, 0.6577192, -1.2769535, -0.26253137, 0.64708716, -0.27433828, -0.7415406, 0.056330245, -0.024292486, 0.6094904, 0.6367323, 0.15497649, 0.28428176, 0.40813932, -0.9196273, 0.7738429, 0.15577908, -0.0856808, -0.0652135, 0.24013285, 0.03626932, 0.44642308, 0.64198416, 0.23285314, -0.107725866, -0.17046493, 0.75063294, 0.23712651, -0.29226312, 0.0007614442, 0.33778265, -1.1366634, 0.15608254, -0.17012313, -0.6217066, 0.050166033, -0.54066026, -0.17764625, 0.119456924, -0.6114145, -0.05547551, 0.017866798, -0.03410498, 0.4234932, -0.09828858, -0.20962195, 0.48157236, 0.3845479, -0.20992494)
10 (0.43852127, 0.32016212, 0.7896728, -0.783732, 0.38173142, 0.3654481, 0.6419181, -0.8506306, -0.29558504, 0.5306659, 0.3280854, -0.5492161, 0.4677044, -0.7064077, 0.5376186, -0.41486442, -0.62389374, -0.4642819, 0.60289145, 0.50220436, -0.65061677, -0.39682588, -0.015670542, -0.24717298, -0.5499237, -0.44588745, 0.44798362, 0.583055, 0.061493367, -0.67289484, 0.08338272, 0.52960294, -0.49343804, -0.75608474, -0.6456337, -0.51967597, -0.551258, -0.39553362, -0.14584464, 0.15360494, -0.47920287, 0.16975169, 0.6016867, -0.3758755, -0.6076441, 0.46731475, -0.07286671, -0.21608107, 0.31913188, -0.48929757, 0.44545528, 0.5113752, 0.44641823, 0.13084753, -0.45278227, 0.5322034, 0.526016, -0.15544093, -0.30194992, 0.3813984, -0.6888473, -0.37784734, -0.33397937, -0.6467431)
